Date,Max flow (ML/day),Min flow (ML/day),Mean flow (ML/day),Max flow (m3/s),Min flow (m3/s),Mean flow (m3/s),weekNumber
"2020-12-14 00:00",966.700,452.300,703.3,11.189,5.235,8.140,
"2020-12-13 00:00",966.700,506.600,795.5,11.189,5.864,9.208,
"2020-12-12 00:00",966.700,748.400,872.6,11.189,8.663,10.100,
"2020-12-11 00:00",1168.700,890.100,1026.3,13.526,10.302,11.878,
"2020-12-10 00:00",1290.800,1168.700,1247.0,14.940,13.526,14.433,
"2020-12-09 00:00",1250.400,853.200,994.0,14.472,9.875,11.504,
"2020-12-08 00:00",853.200,652.000,783.6,9.875,7.546,9.070,
"2020-12-07 00:00",715.300,652.000,676.8,8.279,7.546,7.833,
"2020-12-06 00:00",966.700,715.300,800.9,11.189,8.279,9.270,
"2020-12-05 00:00",928.000,748.400,820.8,10.741,8.663,9.500,
"2020-12-04 00:00",817.300,782.500,805.6,9.460,9.057,9.325,
"2020-12-03 00:00",1044.500,817.300,869.2,12.089,9.460,10.060,
"2020-12-02 00:00",1044.500,890.100,936.8,12.089,10.302,10.842,
"2020-12-01 00:00",966.700,890.100,924.9,11.189,10.302,10.705,
"2020-11-30 00:00",890.100,715.300,784.4,10.302,8.279,9.079,
"2020-11-29 00:00",853.200,748.400,784.2,9.875,8.663,9.077,
"2020-11-28 00:00",1044.500,853.200,943.0,12.089,9.875,10.915,
"2020-11-27 00:00",1332.000,1044.500,1187.9,15.416,12.089,13.748,
"2020-11-26 00:00",1837.100,1332.000,1558.2,21.263,15.416,18.035,
"2020-11-25 00:00",2268.200,1837.100,2131.7,26.252,21.263,24.672,
"2020-11-24 00:00",2114.000,1416.800,1660.5,24.467,16.398,19.219,
"2020-11-23 00:00",1585.200,928.000,1243.6,18.348,10.741,14.394,
"2020-11-22 00:00",928.000,890.100,922.0,10.741,10.302,10.671,
"2020-11-21 00:00",928.000,890.100,920.9,10.741,10.302,10.659,
"2020-11-20 00:00",966.700,928.000,956.9,11.189,10.741,11.075,
"2020-11-19 00:00",966.700,928.000,966.2,11.189,10.741,11.183,
"2020-11-18 00:00",928.000,782.500,809.7,10.741,9.057,9.372,
"2020-11-17 00:00",853.200,817.300,821.8,9.875,9.460,9.512,
"2020-11-16 00:00",1044.500,715.300,802.1,12.089,8.279,9.283,
"2020-11-15 00:00",1332.000,782.500,984.6,15.416,9.057,11.396,
"2020-11-14 00:00",1332.000,782.500,997.5,15.416,9.057,11.546,
"2020-11-13 00:00",928.000,817.300,877.7,10.741,9.460,10.159,
"2020-11-12 00:00",1084.800,928.000,1009.4,12.556,10.741,11.683,
"2020-11-11 00:00",1290.800,1084.800,1167.4,14.940,12.556,13.511,
"2020-11-10 00:00",1460.500,1210.700,1391.0,16.903,14.013,16.099,
"2020-11-09 00:00",1875.500,1460.500,1747.0,21.707,16.903,20.220,
"2020-11-08 00:00",1544.500,1460.500,1512.9,17.877,16.903,17.510,
"2020-11-07 00:00",1585.200,1544.500,1576.7,18.348,17.877,18.250,
"2020-11-06 00:00",1585.200,1544.500,1582.1,18.348,17.877,18.313,
"2020-11-05 00:00",1585.200,1544.500,1570.3,18.348,17.877,18.175,
"2020-11-04 00:00",1626.600,1585.200,1598.0,18.826,18.348,18.495,
"2020-11-03 00:00",1914.300,1626.600,1816.6,22.156,18.826,21.025,
"2020-11-02 00:00",1993.000,1914.300,1944.3,23.067,22.156,22.504,
"2020-11-01 00:00",1914.300,1875.500,1891.2,22.156,21.707,21.888,
"2020-10-31 00:00",1914.300,1875.500,1876.3,22.156,21.707,21.716,
"2020-10-30 00:00",1993.000,1875.500,1932.6,23.067,21.707,22.368,
"2020-10-29 00:00",2382.800,1993.000,2142.1,27.579,23.067,24.792,
"2020-10-28 00:00",3030.200,2382.800,2725.0,35.071,27.579,31.539,
"2020-10-27 00:00",3412.100,3030.200,3188.6,39.492,35.071,36.906,
"2020-10-26 00:00",3543.700,3368.800,3479.2,41.015,38.990,40.269,
"2020-10-25 00:00",3499.600,3071.700,3301.2,40.505,35.552,38.208,
"2020-10-24 00:00",4078.900,2114.000,2999.7,47.209,24.467,34.718,
"2020-10-23 00:00",2500.300,2114.000,2287.8,28.938,24.467,26.479,
"2020-10-22 00:00",3071.700,2460.600,2872.2,35.552,28.479,33.243,
"2020-10-21 00:00",3808.200,3030.200,3412.7,44.077,35.071,39.499,
"2020-10-20 00:00",4033.200,3808.200,3936.9,46.681,44.077,45.566,
"2020-10-19 00:00",3942.600,3543.700,3732.5,45.632,41.015,43.201,
"2020-10-18 00:00",3543.700,3155.400,3316.1,41.015,36.521,38.380,
"2020-10-17 00:00",3197.600,2344.300,2727.5,37.009,27.133,31.568,
"2020-10-16 00:00",2580.600,0.000,2236.2,29.868,0.000,25.882,
"2020-10-15 00:00",3480.700,2580.600,2976.5,40.286,29.868,34.451,
"2020-10-14 00:00",4105.700,3480.700,3901.4,47.519,40.286,45.155,
"2020-10-13 00:00",4225.000,4026.800,4079.0,48.900,46.606,47.210,
"2020-10-12 00:00",4145.300,3987.500,4066.2,47.978,46.151,47.063,
"2020-10-11 00:00",4026.800,3716.100,3871.8,46.606,43.011,44.813,
"2020-10-10 00:00",3716.100,2935.300,3420.7,43.011,33.973,39.591,
"2020-10-09 00:00",2935.300,1626.600,2265.2,33.973,18.826,26.217,
"2020-10-08 00:00",1711.000,1504.400,1608.8,19.803,17.412,18.621,
"2020-10-07 00:00",1544.500,1460.500,1509.4,17.877,16.903,17.470,
"2020-10-06 00:00",1460.500,1290.800,1366.1,16.903,14.940,15.811,
"2020-10-05 00:00",1504.400,1332.000,1369.5,17.412,15.416,15.851,
"2020-10-04 00:00",1544.500,1332.000,1445.2,17.877,15.416,16.727,
"2020-10-03 00:00",1754.200,1544.500,1659.3,20.303,17.877,19.205,
"2020-10-02 00:00",2032.900,1711.000,1935.6,23.529,19.803,22.403,
"2020-10-01 00:00",2073.200,1993.000,2022.1,23.996,23.067,23.404,
"2020-09-30 00:00",2621.200,2073.200,2320.3,30.338,23.996,26.855,
"2020-09-29 00:00",3011.000,2621.200,2855.2,34.850,30.338,33.046,
"2020-09-28 00:00",3087.500,3011.000,3047.6,35.735,34.850,35.274,
"2020-09-27 00:00",3087.500,2580.600,2875.8,35.735,29.868,33.285,
"2020-09-26 00:00",2973.100,1711.000,2411.9,34.410,19.803,27.915,
"2020-09-25 00:00",1797.900,1711.000,1745.6,20.809,19.803,20.203,
"2020-09-24 00:00",1754.200,1711.000,1711.4,20.303,19.803,19.807,
"2020-09-23 00:00",1711.000,1544.500,1603.1,19.803,17.877,18.554,
"2020-09-22 00:00",1544.500,1126.300,1361.7,17.877,13.035,15.760,
"2020-09-21 00:00",1210.700,1168.700,1174.8,14.013,13.526,13.597,
"2020-09-20 00:00",1210.700,1126.300,1174.1,14.013,13.035,13.589,
"2020-09-19 00:00",1544.500,1210.700,1427.3,17.877,14.013,16.520,
"2020-09-18 00:00",1711.000,1544.500,1598.6,19.803,17.877,18.502,
"2020-09-17 00:00",2382.800,1711.000,2227.9,27.579,19.803,25.786,
"2020-09-16 00:00",2421.600,1993.000,2209.4,28.027,23.067,25.571,
"2020-09-15 00:00",2230.500,2114.000,2185.1,25.816,24.467,25.291,
"2020-09-14 00:00",2193.100,2032.900,2070.7,25.383,23.529,23.967,
"2020-09-13 00:00",2193.100,2032.900,2127.9,25.383,23.529,24.628,
"2020-09-12 00:00",2268.200,2114.000,2162.0,26.252,24.467,25.023,
"2020-09-11 00:00",2860.200,2268.200,2747.3,33.104,26.252,31.798,
"2020-09-10 00:00",2973.100,2860.200,2913.3,34.410,33.104,33.718,
"2020-09-09 00:00",3203.700,2935.300,3081.3,37.079,33.973,35.663,
"2020-09-08 00:00",3360.900,3203.700,3298.2,38.900,37.079,38.174,
"2020-09-07 00:00",3480.700,3360.900,3423.2,40.286,38.900,39.620,
"2020-09-06 00:00",3521.000,3440.600,3492.6,40.752,39.822,40.424,
"2020-09-05 00:00",3480.700,3400.700,3464.3,40.286,39.360,40.097,
"2020-09-04 00:00",3400.700,3242.700,3323.3,39.360,37.531,38.464,
"2020-09-03 00:00",3242.700,2935.300,3053.4,37.531,33.973,35.339,
"2020-09-02 00:00",3087.500,2935.300,3005.9,35.735,33.973,34.790,
"2020-09-01 00:00",3440.600,3087.500,3233.3,39.822,35.735,37.423,
"2020-08-31 00:00",4026.800,3440.600,3711.9,46.606,39.822,42.961,
"2020-08-30 00:00",4630.600,3987.500,4327.0,53.595,46.151,50.081,
"2020-08-29 00:00",5231.500,4630.600,4900.7,60.550,53.595,56.721,
"2020-08-28 00:00",5768.800,5187.600,5564.2,66.768,60.041,64.401,
"2020-08-27 00:00",5905.900,5678.000,5809.6,68.356,65.718,67.240,
"2020-08-26 00:00",5678.000,5275.600,5427.6,65.718,61.060,62.820,
"2020-08-25 00:00",5632.800,5275.600,5441.1,65.195,61.060,62.976,
"2020-08-24 00:00",5723.400,5587.700,5634.3,66.242,64.673,65.213,
"2020-08-23 00:00",5951.900,4840.500,5364.5,68.888,56.025,62.089,
"2020-08-22 00:00",5013.000,3011.000,3526.7,58.021,34.850,40.818,
"2020-08-21 00:00",3049.200,2621.200,2905.5,35.292,30.338,33.629,
"2020-08-20 00:00",2621.200,2268.200,2375.3,30.338,26.252,27.492,
"2020-08-19 00:00",2306.100,2032.900,2139.0,26.691,23.529,24.757,
"2020-08-18 00:00",2114.000,1914.300,2022.7,24.467,22.156,23.411,
"2020-08-17 00:00",1993.000,1504.400,1636.9,23.067,17.412,18.945,
"2020-08-16 00:00",1504.400,1374.000,1422.8,17.412,15.903,16.468,
"2020-08-15 00:00",1416.800,1332.000,1375.1,16.398,15.416,15.915,
"2020-08-14 00:00",1374.000,1290.800,1313.9,15.903,14.940,15.207,
"2020-08-13 00:00",1460.500,1332.000,1379.5,16.903,15.416,15.967,
"2020-08-12 00:00",1504.400,1374.000,1442.8,17.412,15.903,16.699,
"2020-08-11 00:00",1544.500,1374.000,1465.3,17.877,15.903,16.960,
"2020-08-10 00:00",1668.500,1544.500,1615.1,19.311,17.877,18.694,
"2020-08-09 00:00",1668.500,1504.400,1612.2,19.311,17.412,18.659,
"2020-08-08 00:00",1837.100,1626.600,1740.8,21.263,18.826,20.148,
"2020-08-07 00:00",2032.900,1797.900,1941.5,23.529,20.809,22.472,
"2020-08-06 00:00",1993.000,1797.900,1894.4,23.067,20.809,21.926,
"2020-08-05 00:00",1837.100,1374.000,1683.9,21.263,15.903,19.489,
"2020-08-04 00:00",1374.000,683.100,865.1,15.903,7.907,10.014,
"2020-08-03 00:00",715.300,683.100,698.5,8.279,7.907,8.085,
"2020-08-02 00:00",748.400,715.300,729.4,8.663,8.279,8.442,
"2020-08-01 00:00",715.300,652.000,662.3,8.279,7.546,7.665,
"2020-07-31 00:00",748.400,652.000,701.2,8.663,7.546,8.116,
"2020-07-30 00:00",817.300,748.400,788.9,9.460,8.663,9.132,
"2020-07-29 00:00",966.700,817.300,886.5,11.189,9.460,10.260,
"2020-07-28 00:00",1126.300,480.000,686.8,13.035,5.555,7.949,
"2020-07-27 00:00",715.300,592.600,691.6,8.279,6.859,8.005,
"2020-07-26 00:00",782.500,715.300,735.0,9.057,8.279,8.508,
"2020-07-25 00:00",817.300,748.400,788.4,9.460,8.663,9.125,
"2020-07-24 00:00",1332.000,817.300,1140.8,15.416,9.460,13.204,
"2020-07-23 00:00",1374.000,1332.000,1332.7,15.903,15.416,15.424,
"2020-07-22 00:00",1374.000,1332.000,1332.5,15.903,15.416,15.422,
"2020-07-21 00:00",1332.000,928.000,1012.2,15.416,10.741,11.716,
"2020-07-20 00:00",1044.500,966.700,1007.8,12.089,11.189,11.664,
"2020-07-19 00:00",1084.800,1005.100,1062.3,12.556,11.633,12.296,
"2020-07-18 00:00",1210.700,1084.800,1157.9,14.013,12.556,13.402,
"2020-07-17 00:00",1332.000,1210.700,1267.5,15.416,14.013,14.670,
"2020-07-16 00:00",1504.400,1332.000,1407.0,17.412,15.416,16.284,
"2020-07-15 00:00",1626.600,1504.400,1572.6,18.826,17.412,18.202,
"2020-07-14 00:00",1797.900,1626.600,1716.4,20.809,18.826,19.865,
"2020-07-13 00:00",1837.100,1668.500,1761.6,21.263,19.311,20.388,
"2020-07-12 00:00",1668.500,1585.200,1623.6,19.311,18.348,18.792,
"2020-07-11 00:00",1668.500,1544.500,1608.3,19.311,17.877,18.614,
"2020-07-10 00:00",1875.500,1626.600,1754.5,21.707,18.826,20.306,
"2020-07-09 00:00",2344.300,1875.500,2058.8,27.133,21.707,23.828,
"2020-07-08 00:00",3049.200,2344.300,2834.5,35.292,27.133,32.806,
"2020-07-07 00:00",3049.200,2662.000,2825.5,35.292,30.810,32.702,
"2020-07-06 00:00",2918.100,2556.200,2758.8,33.774,29.586,31.930,
"2020-07-05 00:00",2556.200,1377.000,2016.0,29.586,15.938,23.333,
"2020-07-04 00:00",1377.000,1055.800,1210.3,15.938,12.220,14.008,
"2020-07-03 00:00",1055.800,961.000,1008.7,12.220,11.122,11.675,
"2020-07-02 00:00",1055.800,1007.500,1030.2,12.220,11.661,11.924,
"2020-07-01 00:00",1418.200,1055.800,1290.9,16.415,12.220,14.941,
"2020-06-30 00:00",1588.700,1418.200,1496.7,18.388,16.415,17.323,
"2020-06-29 00:00",1835.700,1588.700,1717.8,21.246,18.388,19.882,
"2020-06-28 00:00",1793.200,1669.000,1711.7,20.755,19.317,19.811,
"2020-06-27 00:00",1913.200,1709.900,1789.3,22.143,19.790,20.710,
"2020-06-26 00:00",2105.300,1875.700,1996.6,24.367,21.710,23.109,
"2020-06-25 00:00",2346.400,2105.300,2205.9,27.157,24.367,25.531,
"2020-06-24 00:00",2471.300,2346.400,2427.8,28.603,27.157,28.099,
"2020-06-23 00:00",2346.400,1793.200,2072.5,27.157,20.755,23.987,
"2020-06-22 00:00",1793.200,1418.200,1536.2,20.755,16.415,17.780,
"2020-06-21 00:00",1460.100,1377.000,1433.8,16.900,15.938,16.595,
"2020-06-20 00:00",1546.100,1418.200,1471.6,17.895,16.415,17.033,
"2020-06-19 00:00",1628.600,1502.800,1580.4,18.849,17.393,18.291,
"2020-06-18 00:00",1709.900,1628.600,1661.2,19.790,18.849,19.227,
"2020-06-17 00:00",1875.700,1709.900,1780.5,21.710,19.790,20.608,
"2020-06-16 00:00",1751.300,1546.100,1673.5,20.270,17.895,19.369,
"2020-06-15 00:00",1546.100,1333.500,1402.6,17.895,15.434,16.233,
"2020-06-14 00:00",1333.500,1288.800,1304.1,15.434,14.917,15.094,
"2020-06-13 00:00",1460.100,1288.800,1352.9,16.900,14.917,15.659,
"2020-06-12 00:00",1669.000,1460.100,1629.3,19.317,16.900,18.858,
"2020-06-11 00:00",1669.000,1460.100,1618.7,19.317,16.900,18.735,
"2020-06-10 00:00",1709.900,1628.600,1672.7,19.790,18.849,19.360,
"2020-06-09 00:00",1875.700,1709.900,1803.8,21.710,19.790,20.878,
"2020-06-08 00:00",1989.000,1875.700,1926.4,23.021,21.710,22.297,
"2020-06-07 00:00",2305.400,1989.000,2128.2,26.683,23.021,24.631,
"2020-06-06 00:00",2965.000,2305.400,2608.5,34.317,26.683,30.191,
"2020-06-05 00:00",3350.500,2965.000,3162.6,38.779,34.317,36.605,
"2020-06-04 00:00",3826.700,3350.500,3551.0,44.290,38.779,41.100,
"2020-06-03 00:00",4373.500,3826.700,4166.3,50.619,44.290,48.221,
"2020-06-02 00:00",4942.500,3960.700,4235.7,57.205,45.841,49.025,
"2020-06-01 00:00",4420.300,1157.200,1805.0,51.161,13.393,20.892,
"2020-05-31 00:00",1460.100,1157.200,1374.2,16.900,13.393,15.905,
"2020-05-30 00:00",1588.700,1460.100,1519.4,18.388,16.900,17.586,
"2020-05-29 00:00",1709.900,1546.100,1628.3,19.790,17.895,18.846,
"2020-05-28 00:00",1835.700,1669.000,1747.3,21.246,19.317,20.223,
"2020-05-27 00:00",2066.200,1835.700,1942.6,23.914,21.246,22.484,
"2020-05-26 00:00",2184.400,2027.400,2125.0,25.283,23.465,24.596,
"2020-05-25 00:00",2346.400,2184.400,2254.9,27.157,25.283,26.099,
"2020-05-24 00:00",2733.700,2346.400,2516.4,31.640,27.157,29.125,
"2020-05-23 00:00",3350.500,2733.700,3036.4,38.779,31.640,35.144,
"2020-05-22 00:00",3738.300,3350.500,3597.5,43.268,38.779,41.637,
"2020-05-21 00:00",4096.600,2387.700,3398.4,47.414,27.636,39.333,
"2020-05-20 00:00",2779.300,1588.700,2142.1,32.167,18.388,24.792,
"2020-05-19 00:00",1669.000,1588.700,1618.2,19.317,18.388,18.729,
"2020-05-18 00:00",1709.900,1628.600,1678.0,19.790,18.849,19.421,
"2020-05-17 00:00",1793.200,1709.900,1752.6,20.755,19.790,20.284,
"2020-05-16 00:00",1913.200,1793.200,1849.6,22.143,20.755,21.407,
"2020-05-15 00:00",1989.000,1875.700,1948.6,23.021,21.710,22.553,
"2020-05-14 00:00",2144.700,1835.700,2000.0,24.823,21.246,23.148,
"2020-05-13 00:00",2264.800,2105.300,2178.3,26.212,24.367,25.212,
"2020-05-12 00:00",2599.100,2264.800,2441.0,30.083,26.212,28.252,
"2020-05-11 00:00",2643.600,2556.200,2602.7,30.598,29.586,30.125,
"2020-05-10 00:00",2825.200,2556.200,2652.1,32.699,29.586,30.696,
"2020-05-09 00:00",3060.000,2688.500,2819.7,35.417,31.117,32.635,
"2020-05-08 00:00",4188.100,3060.000,3589.5,48.474,35.417,41.545,
"2020-05-07 00:00",4989.000,4188.100,4682.4,57.743,48.474,54.195,
"2020-05-06 00:00",5082.300,4989.000,5043.8,58.823,57.743,58.377,
"2020-05-05 00:00",5223.600,5082.300,5123.6,60.458,58.823,59.301,
"2020-05-04 00:00",5366.100,5223.600,5300.2,62.107,60.458,61.345,
"2020-05-03 00:00",5461.800,4705.100,5191.6,63.215,54.457,60.087,
"2020-05-02 00:00",4705.100,4142.200,4306.0,54.457,47.943,49.839,
"2020-05-01 00:00",4801.500,2965.000,3990.5,55.573,34.317,46.186,
"2020-04-30 00:00",3650.800,2264.800,2794.9,42.254,26.212,32.348,
"2020-04-29 00:00",2224.400,1157.200,1330.4,25.746,13.393,15.398,
"2020-04-28 00:00",1377.000,1105.700,1312.9,15.938,12.797,15.196,
"2020-04-27 00:00",1105.700,785.600,917.0,12.797,9.093,10.613,
"2020-04-26 00:00",1007.500,260.400,557.3,11.661,3.014,6.450,
"2020-04-25 00:00",260.400,224.300,226.9,3.014,2.596,2.627,
"2020-04-24 00:00",525.100,224.300,301.0,6.078,2.596,3.484,
"2020-04-23 00:00",525.100,241.800,319.7,6.078,2.799,3.701,
"2020-04-22 00:00",415.500,260.400,308.1,4.809,3.014,3.566,
"2020-04-21 00:00",321.200,260.400,279.9,3.718,3.014,3.239,
"2020-04-20 00:00",321.200,280.000,296.7,3.718,3.241,3.434,
"2020-04-19 00:00",300.200,280.000,289.4,3.474,3.241,3.350,
"2020-04-18 00:00",321.200,280.000,290.5,3.718,3.241,3.362,
"2020-04-17 00:00",415.500,321.200,355.3,4.809,3.718,4.112,
"2020-04-16 00:00",525.100,415.500,481.4,6.078,4.809,5.572,
"2020-04-15 00:00",637.700,525.100,586.8,7.381,6.078,6.792,
"2020-04-14 00:00",896.400,637.700,737.2,10.375,7.381,8.532,
"2020-04-13 00:00",1318.700,896.400,1159.6,15.262,10.375,13.421,
"2020-04-12 00:00",1318.700,759.700,1061.2,15.262,8.793,12.283,
"2020-04-11 00:00",1039.800,804.000,944.5,12.035,9.305,10.931,
"2020-04-10 00:00",1359.500,1039.800,1233.7,15.735,12.035,14.278,
"2020-04-09 00:00",2387.200,1359.500,1938.3,27.629,15.735,22.434,
"2020-04-08 00:00",2918.100,2387.200,2686.5,33.774,27.629,31.093,
"2020-04-07 00:00",2918.100,2345.800,2666.3,33.774,27.150,30.859,
"2020-04-06 00:00",3266.500,2825.200,3033.6,37.807,32.699,35.111,
"2020-04-05 00:00",3142.000,2556.100,2929.4,36.366,29.584,33.905,
"2020-04-04 00:00",4373.500,942.500,2641.2,50.619,10.908,30.569,
"2020-04-03 00:00",990.300,896.400,934.1,11.462,10.375,10.811,
"2020-04-02 00:00",1226.500,510.300,780.9,14.196,5.906,9.039,
"2020-04-01 00:00",510.300,427.200,488.8,5.906,4.945,5.658,
"2020-03-31 00:00",427.200,254.100,295.4,4.945,2.941,3.419,
"2020-03-30 00:00",482.700,272.500,393.0,5.587,3.154,4.548,
"2020-03-29 00:00",376.600,311.300,341.0,4.358,3.603,3.946,
"2020-03-28 00:00",353.800,272.500,320.4,4.095,3.154,3.708,
"2020-03-27 00:00",291.400,235.800,268.7,3.373,2.729,3.110,
"2020-03-26 00:00",254.100,235.800,238.9,2.941,2.729,2.765,
"2020-03-25 00:00",254.100,235.800,241.3,2.941,2.729,2.793,
"2020-03-24 00:00",272.500,235.800,255.5,3.154,2.729,2.957,
"2020-03-23 00:00",254.100,235.800,248.6,2.941,2.729,2.877,
"2020-03-22 00:00",254.100,235.800,244.5,2.941,2.729,2.830,
"2020-03-21 00:00",235.800,218.500,235.3,2.729,2.529,2.723,
"2020-03-20 00:00",272.500,235.800,246.0,3.154,2.729,2.847,
"2020-03-19 00:00",568.600,272.500,370.4,6.581,3.154,4.287,
"2020-03-18 00:00",401.300,272.500,324.7,4.645,3.154,3.758,
"2020-03-17 00:00",401.300,291.400,312.0,4.645,3.373,3.611,
"2020-03-16 00:00",332.100,311.300,323.6,3.843,3.603,3.745,
"2020-03-15 00:00",311.300,291.400,298.4,3.603,3.373,3.454,
"2020-03-14 00:00",332.100,291.400,315.7,3.843,3.373,3.653,
"2020-03-13 00:00",600.500,311.300,406.2,6.950,3.603,4.701,
"2020-03-12 00:00",510.300,311.300,428.6,5.906,3.603,4.961,
"2020-03-11 00:00",568.600,427.200,516.4,6.581,4.945,5.977,
"2020-03-10 00:00",717.300,427.200,647.0,8.302,4.945,7.488,
"2020-03-09 00:00",942.500,568.600,823.4,10.908,6.581,9.530,
"2020-03-08 00:00",1226.500,804.000,1088.9,14.196,9.305,12.603,
"2020-03-07 00:00",1437.200,942.500,1261.8,16.635,10.908,14.604,
"2020-03-06 00:00",1517.400,482.700,933.9,17.562,5.587,10.809,
"2020-03-05 00:00",1642.200,254.100,883.8,19.007,2.941,10.229,
"2020-03-04 00:00",272.500,235.800,258.4,3.154,2.729,2.991,
"2020-03-03 00:00",291.400,218.500,249.2,3.373,2.529,2.885,
"2020-03-02 00:00",291.400,272.500,279.5,3.373,3.154,3.235,
"2020-03-01 00:00",291.400,272.500,291.1,3.373,3.154,3.369,
"2020-02-29 00:00",332.100,291.400,308.9,3.843,3.373,3.575,
"2020-02-28 00:00",454.400,332.100,364.0,5.259,3.843,4.212,
"2020-02-27 00:00",538.900,272.500,344.6,6.237,3.154,3.989,
"2020-02-26 00:00",427.200,311.300,355.8,4.945,3.603,4.117,
"2020-02-25 00:00",454.400,353.800,400.0,5.259,4.095,4.629,
"2020-02-24 00:00",538.900,376.600,448.0,6.237,4.358,5.185,
"2020-02-23 00:00",942.500,538.900,776.2,10.908,6.237,8.984,
"2020-02-22 00:00",1517.400,990.300,1254.6,17.562,11.462,14.521,
"2020-02-21 00:00",1904.000,1517.400,1817.2,22.037,17.562,21.033,
"2020-02-20 00:00",1600.000,1318.700,1415.5,18.519,15.262,16.383,
"2020-02-19 00:00",1728.600,676.600,1402.9,20.007,7.832,16.238,
"2020-02-18 00:00",676.600,235.800,350.8,7.832,2.729,4.061,
"2020-02-17 00:00",427.200,311.300,375.2,4.945,3.603,4.343,
"2020-02-16 00:00",311.300,272.500,286.6,3.603,3.154,3.317,
"2020-02-15 00:00",568.600,272.500,389.2,6.581,3.154,4.504,
"2020-02-14 00:00",353.800,235.800,296.6,4.095,2.729,3.433,
"2020-02-13 00:00",568.600,272.500,474.2,6.581,3.154,5.488,
"2020-02-12 00:00",538.900,538.900,538.9,6.237,6.237,6.237,
"2020-02-11 00:00",568.600,454.400,544.1,6.581,5.259,6.297,
"2020-02-10 00:00",454.400,332.100,350.4,5.259,3.843,4.056,
"2020-02-09 00:00",353.800,332.100,341.9,4.095,3.843,3.956,
"2020-02-08 00:00",353.800,332.100,352.9,4.095,3.843,4.085,
"2020-02-07 00:00",376.600,353.800,363.4,4.358,4.095,4.206,
"2020-02-06 00:00",717.300,353.800,456.5,8.302,4.095,5.284,
"2020-02-05 00:00",1226.500,804.000,1136.6,14.196,9.305,13.156,
"2020-02-04 00:00",1226.500,482.700,973.1,14.196,5.587,11.262,
"2020-02-03 00:00",482.700,401.300,418.4,5.587,4.645,4.843,
"2020-02-02 00:00",568.600,401.300,467.1,6.581,4.645,5.406,
"2020-02-01 00:00",427.200,353.800,383.3,4.945,4.095,4.436,
"2020-01-31 00:00",353.800,332.100,348.0,4.095,3.843,4.028,
"2020-01-30 00:00",482.700,0.000,411.9,5.587,0.000,4.767,
"2020-01-29 00:00",717.300,482.700,587.1,8.302,5.587,6.795,
"2020-01-28 00:00",804.000,376.600,478.2,9.305,4.358,5.534,
"2020-01-27 00:00",896.400,482.700,789.3,10.375,5.587,9.136,
"2020-01-26 00:00",1091.100,510.300,776.7,12.628,5.906,8.990,
"2020-01-25 00:00",1138.700,510.300,913.1,13.179,5.906,10.568,
"2020-01-24 00:00",942.500,510.300,650.3,10.908,5.906,7.526,
"2020-01-23 00:00",1091.100,538.900,821.5,12.628,6.237,9.508,
"2020-01-22 00:00",759.700,538.900,629.7,8.793,6.237,7.288,
"2020-01-21 00:00",1318.700,717.300,1113.4,15.262,8.302,12.886,
"2020-01-20 00:00",850.100,538.900,775.1,9.840,6.237,8.971,
"2020-01-19 00:00",637.700,272.500,371.9,7.381,3.154,4.305,
"2020-01-18 00:00",332.100,272.500,308.3,3.843,3.154,3.568,
"2020-01-17 00:00",311.300,272.500,285.9,3.603,3.154,3.310,
"2020-01-16 00:00",427.200,272.500,327.6,4.945,3.154,3.792,
"2020-01-15 00:00",376.600,291.400,317.3,4.358,3.373,3.672,
"2020-01-14 00:00",454.400,291.400,352.5,5.259,3.373,4.080,
"2020-01-13 00:00",332.100,311.300,327.2,3.843,3.603,3.787,
"2020-01-12 00:00",376.600,272.500,300.7,4.358,3.154,3.480,
"2020-01-11 00:00",454.400,272.500,340.3,5.259,3.154,3.939,
"2020-01-10 00:00",332.100,235.800,262.4,3.843,2.729,3.037,
"2020-01-09 00:00",332.100,254.100,302.6,3.843,2.941,3.503,
"2020-01-08 00:00",454.400,311.300,375.3,5.259,3.603,4.344,
"2020-01-07 00:00",637.700,376.600,571.7,7.381,4.358,6.617,
"2020-01-06 00:00",510.300,353.800,397.8,5.906,4.095,4.604,
"2020-01-05 00:00",353.800,332.100,344.8,4.095,3.843,3.990,
"2020-01-04 00:00",353.800,332.100,334.2,4.095,3.843,3.867,
"2020-01-03 00:00",353.800,332.100,343.8,4.095,3.843,3.978,
"2020-01-02 00:00",401.300,332.100,389.4,4.645,3.843,4.507,
"2020-01-01 00:00",427.200,401.300,419.8,4.945,4.645,4.859,
"2019-12-31 00:00",427.200,235.800,292.5,4.945,2.729,3.385,
"2019-12-30 00:00",254.100,202.200,215.3,2.941,2.340,2.492,
"2019-12-29 00:00",218.500,202.200,208.4,2.529,2.340,2.412,
"2019-12-28 00:00",401.300,218.500,273.7,4.645,2.529,3.168,
"2019-12-27 00:00",637.700,401.300,586.4,7.381,4.645,6.786,
"2019-12-26 00:00",538.900,376.600,392.3,6.237,4.358,4.540,
"2019-12-25 00:00",376.600,218.500,265.1,4.358,2.529,3.068,
"2019-12-24 00:00",235.800,218.500,234.1,2.729,2.529,2.709,
"2019-12-23 00:00",254.100,235.800,252.6,2.941,2.729,2.923,
"2019-12-22 00:00",254.100,235.800,243.1,2.941,2.729,2.814,
