Date,Max flow (ML/day),Min flow (ML/day),Mean flow (ML/day),Max flow (m3/s),Min flow (m3/s),Mean flow (m3/s),weekNumber
"2017-05-19 00:00",480.000,425.700,457.4,5.555,4.927,5.294,
"2017-05-18 00:00",506.600,480.000,496.7,5.864,5.555,5.749,
"2017-05-17 00:00",506.600,331.900,360.2,5.864,3.841,4.168,
"2017-05-16 00:00",376.000,353.500,374.3,4.352,4.091,4.332,
"2017-05-15 00:00",376.000,0.000,374.4,4.352,0.000,4.334,
"2017-05-14 00:00",452.300,376.000,410.7,5.235,4.352,4.754,
"2017-05-13 00:00",452.300,254.600,299.9,5.235,2.947,3.471,
"2017-05-12 00:00",291.600,272.800,282.5,3.375,3.158,3.270,
"2017-05-11 00:00",331.900,291.600,323.5,3.841,3.375,3.743,
"2017-05-10 00:00",331.900,311.300,330.7,3.841,3.603,3.827,
"2017-05-09 00:00",331.900,311.300,316.4,3.841,3.603,3.662,
"2017-05-08 00:00",353.500,27.900,325.3,4.091,0.323,3.764,
"2017-05-07 00:00",291.600,254.600,270.1,3.375,2.947,3.126,
"2017-05-06 00:00",272.800,254.600,255.7,3.158,2.947,2.960,
"2017-05-05 00:00",84182.000,272.800,3092.2,974.329,3.158,35.789,
"2017-05-04 00:00",506.600,400.300,466.0,5.864,4.633,5.394,
"2017-05-03 00:00",562.900,311.300,472.3,6.515,3.603,5.467,
"2017-05-02 00:00",534.200,331.900,488.1,6.183,3.841,5.649,
"2017-05-01 00:00",562.900,534.200,549.4,6.515,6.183,6.359,
"2017-04-30 00:00",715.300,562.900,635.1,8.279,6.515,7.351,
"2017-04-29 00:00",898.900,715.300,817.6,10.404,8.279,9.463,
"2017-04-28 00:00",820.600,715.300,776.2,9.497,8.279,8.984,
"2017-04-27 00:00",1022.500,783.200,889.3,11.834,9.065,10.293,
"2017-04-26 00:00",1418.400,748.400,992.1,16.416,8.663,11.483,
"2017-04-25 00:00",898.900,400.300,663.5,10.404,4.633,7.679,
"2017-04-24 00:00",400.300,353.500,365.9,4.633,4.091,4.235,
"2017-04-23 00:00",376.000,353.500,360.5,4.352,4.091,4.173,
"2017-04-22 00:00",506.600,376.000,417.9,5.864,4.352,4.837,
"2017-04-21 00:00",506.600,331.900,364.7,5.864,3.841,4.221,
"2017-04-20 00:00",331.900,331.900,331.9,3.841,3.841,3.841,
"2017-04-19 00:00",331.900,331.900,331.9,3.841,3.841,3.841,
"2017-04-18 00:00",331.900,331.900,331.9,3.841,3.841,3.841,
"2017-04-17 00:00",376.000,331.900,354.2,4.352,3.841,4.099,
"2017-04-16 00:00",400.300,376.000,391.1,4.633,4.352,4.526,
"2017-04-15 00:00",400.300,272.800,337.1,4.633,3.158,3.902,
"2017-04-14 00:00",480.000,272.800,324.2,5.555,3.158,3.752,
"2017-04-13 00:00",652.000,506.600,624.0,7.546,5.864,7.222,
"2017-04-12 00:00",652.000,425.700,510.9,7.546,4.927,5.913,
"2017-04-11 00:00",562.900,425.700,529.4,6.515,4.927,6.127,
"2017-04-10 00:00",592.600,506.600,549.2,6.859,5.864,6.356,
"2017-04-09 00:00",534.200,311.300,388.2,6.183,3.603,4.493,
"2017-04-08 00:00",452.300,311.300,369.3,5.235,3.603,4.274,
"2017-04-07 00:00",353.500,311.300,339.9,4.091,3.603,3.934,
"2017-04-06 00:00",400.300,353.500,375.4,4.633,4.091,4.345,
"2017-04-05 00:00",425.700,400.300,418.2,4.927,4.633,4.840,
"2017-04-04 00:00",452.300,425.700,434.0,5.235,4.927,5.023,
"2017-04-03 00:00",452.300,353.500,383.5,5.235,4.091,4.439,
"2017-04-02 00:00",480.000,376.000,408.2,5.555,4.352,4.724,
"2017-04-01 00:00",652.000,480.000,509.8,7.546,5.555,5.900,
"2017-03-31 00:00",859.100,652.000,782.2,9.944,7.546,9.054,
"2017-03-30 00:00",820.600,683.100,778.0,9.497,7.907,9.004,
"2017-03-29 00:00",859.100,683.100,811.3,9.944,7.907,9.390,
"2017-03-28 00:00",980.700,0.000,899.5,11.350,0.000,10.411,
"2017-03-27 00:00",859.100,748.400,796.6,9.944,8.663,9.220,
"2017-03-26 00:00",748.400,715.300,736.4,8.663,8.279,8.524,
"2017-03-25 00:00",715.300,683.100,688.6,8.279,7.907,7.971,
"2017-03-24 00:00",715.300,534.200,592.6,8.279,6.183,6.859,
"2017-03-23 00:00",534.200,480.000,488.6,6.183,5.555,5.655,
"2017-03-22 00:00",683.100,425.700,542.2,7.907,4.927,6.276,
"2017-03-21 00:00",480.000,291.600,348.1,5.555,3.375,4.028,
"2017-03-20 00:00",311.300,254.600,268.4,3.603,2.947,3.107,
"2017-03-19 00:00",291.600,254.600,259.3,3.375,2.947,3.002,
"2017-03-18 00:00",400.300,272.800,328.4,4.633,3.158,3.801,
"2017-03-17 00:00",272.800,254.600,270.6,3.158,2.947,3.133,
"2017-03-16 00:00",254.600,254.600,254.6,2.947,2.947,2.947,
"2017-03-15 00:00",272.800,254.600,257.4,3.158,2.947,2.980,
"2017-03-14 00:00",272.800,254.600,265.1,3.158,2.947,3.069,
"2017-03-13 00:00",272.800,254.600,254.9,3.158,2.947,2.951,
"2017-03-12 00:00",254.600,254.600,254.6,2.947,2.947,2.947,
"2017-03-11 00:00",254.600,254.600,254.6,2.947,2.947,2.947,
"2017-03-10 00:00",353.500,254.600,285.5,4.091,2.947,3.304,
"2017-03-09 00:00",272.800,254.600,265.3,3.158,2.947,3.071,
"2017-03-08 00:00",272.800,272.800,272.8,3.158,3.158,3.158,
"2017-03-07 00:00",291.600,272.800,281.7,3.375,3.158,3.261,
"2017-03-06 00:00",291.600,272.800,275.2,3.375,3.158,3.186,
"2017-03-05 00:00",291.600,272.800,279.5,3.375,3.158,3.236,
"2017-03-04 00:00",291.600,272.800,288.9,3.375,3.158,3.343,
"2017-03-03 00:00",480.000,291.600,353.4,5.555,3.375,4.090,
"2017-03-02 00:00",480.000,311.300,359.1,5.555,3.603,4.156,
"2017-03-01 00:00",425.700,311.300,333.7,4.927,3.603,3.862,
"2017-02-28 00:00",376.000,331.900,352.8,4.352,3.841,4.083,
"2017-02-27 00:00",376.000,291.600,357.5,4.352,3.375,4.137,
"2017-02-26 00:00",291.600,236.800,248.1,3.375,2.741,2.872,
"2017-02-25 00:00",353.500,272.800,310.1,4.091,3.158,3.589,
"2017-02-24 00:00",652.000,353.500,449.0,7.546,4.091,5.197,
"2017-02-23 00:00",748.400,592.600,666.9,8.663,6.859,7.719,
"2017-02-22 00:00",783.200,376.000,593.5,9.065,4.352,6.869,
"2017-02-21 00:00",400.300,376.000,382.1,4.633,4.352,4.422,
"2017-02-20 00:00",400.300,353.500,387.7,4.633,4.091,4.488,
"2017-02-19 00:00",400.300,353.500,364.3,4.633,4.091,4.216,
"2017-02-18 00:00",376.000,353.500,363.5,4.352,4.091,4.207,
"2017-02-17 00:00",452.300,376.000,405.6,5.235,4.352,4.694,
"2017-02-16 00:00",592.600,425.700,533.5,6.859,4.927,6.175,
"2017-02-15 00:00",425.700,425.700,425.7,4.927,4.927,4.927,
"2017-02-14 00:00",452.300,370.500,411.1,5.235,4.288,4.758,
"2017-02-13 00:00",393.800,370.500,388.3,4.558,4.288,4.494,
"2017-02-12 00:00",474.300,393.800,442.1,5.490,4.558,5.117,
"2017-02-11 00:00",566.200,474.300,529.9,6.554,5.490,6.134,
"2017-02-10 00:00",708.000,566.200,633.1,8.195,6.554,7.328,
"2017-02-09 00:00",1041.600,708.000,868.4,12.056,8.195,10.052,
"2017-02-08 00:00",1202.100,1041.600,1164.5,13.913,12.056,13.478,
"2017-02-07 00:00",1147.100,990.700,1020.5,13.277,11.467,11.812,
"2017-02-06 00:00",1329.100,887.400,1080.8,15.384,10.271,12.509,
"2017-02-05 00:00",887.400,747.200,789.1,10.271,8.648,9.134,
"2017-02-04 00:00",790.300,747.200,748.6,9.148,8.648,8.665,
"2017-02-03 00:00",887.400,670.400,852.3,10.271,7.759,9.864,
"2017-02-02 00:00",670.400,599.500,628.4,7.759,6.939,7.273,
"2017-02-01 00:00",634.200,566.200,581.0,7.340,6.554,6.725,
"2017-01-31 00:00",634.200,393.800,513.2,7.340,4.558,5.940,
"2017-01-30 00:00",393.800,350.600,362.0,4.558,4.058,4.190,
"2017-01-29 00:00",350.600,331.400,344.6,4.058,3.836,3.989,
"2017-01-28 00:00",350.600,331.400,343.5,4.058,3.836,3.976,
"2017-01-27 00:00",331.400,331.400,331.4,3.836,3.836,3.836,
"2017-01-26 00:00",350.600,331.400,338.8,4.058,3.836,3.922,
"2017-01-25 00:00",350.600,313.000,338.4,4.058,3.623,3.917,
"2017-01-24 00:00",503.700,245.700,311.7,5.830,2.844,3.608,
"2017-01-23 00:00",534.300,331.400,445.3,6.184,3.836,5.154,
"2017-01-22 00:00",503.700,313.000,387.9,5.830,3.623,4.489,
"2017-01-21 00:00",503.700,313.000,382.8,5.830,3.623,4.431,
"2017-01-20 00:00",566.200,262.000,360.9,6.554,3.033,4.178,
"2017-01-19 00:00",262.000,184.200,246.3,3.033,2.132,2.851,
"2017-01-18 00:00",393.800,184.200,298.8,4.558,2.132,3.459,
"2017-01-17 00:00",446.300,184.200,279.5,5.165,2.132,3.235,
"2017-01-16 00:00",331.400,245.700,276.3,3.836,2.844,3.198,
"2017-01-15 00:00",295.300,278.300,280.6,3.418,3.221,3.248,
"2017-01-14 00:00",370.500,278.300,314.3,4.288,3.221,3.638,
"2017-01-13 00:00",295.300,245.700,260.0,3.418,2.844,3.010,
"2017-01-12 00:00",245.700,229.100,231.0,2.844,2.652,2.674,
"2017-01-11 00:00",245.700,229.100,240.4,2.844,2.652,2.782,
"2017-01-10 00:00",262.000,245.700,253.2,3.033,2.844,2.931,
"2017-01-09 00:00",262.000,262.000,262.0,3.033,3.033,3.033,
"2017-01-08 00:00",278.300,262.000,270.3,3.221,3.033,3.129,
"2017-01-07 00:00",295.300,278.300,286.9,3.418,3.221,3.321,
"2017-01-06 00:00",313.000,295.300,307.6,3.623,3.418,3.561,
"2017-01-05 00:00",313.000,198.400,239.9,3.623,2.296,2.776,
"2017-01-04 00:00",213.300,198.400,208.5,2.469,2.296,2.413,
"2017-01-03 00:00",295.300,213.300,250.4,3.418,2.469,2.898,
"2017-01-02 00:00",446.300,295.300,381.9,5.165,3.418,4.420,
"2017-01-01 00:00",474.300,419.500,448.6,5.490,4.855,5.192,
"2016-12-30 00:00",1692.300,419.500,837.5,19.587,4.855,9.693,
"2016-12-29 00:00",1147.100,262.000,429.8,13.277,3.033,4.974,
"2016-12-28 00:00",278.300,262.000,270.4,3.221,3.033,3.130,
"2016-12-27 00:00",278.300,278.300,278.3,3.221,3.221,3.221,
"2016-12-26 00:00",313.000,262.000,298.7,3.623,3.033,3.458,
"2016-12-25 00:00",262.000,184.200,191.0,3.033,2.132,2.210,
"2016-12-24 00:00",229.100,198.400,206.8,2.652,2.296,2.393,
"2016-12-23 00:00",229.100,198.400,206.7,2.652,2.296,2.393,
"2016-12-22 00:00",245.700,198.400,209.7,2.844,2.296,2.427,
"2016-12-21 00:00",313.000,213.300,250.3,3.623,2.469,2.898,
"2016-12-20 00:00",229.100,213.300,216.3,2.652,2.469,2.503,
"2016-12-19 00:00",213.300,213.300,213.3,2.469,2.469,2.469,
"2016-12-18 00:00",229.100,213.300,214.7,2.652,2.469,2.486,
"2016-12-17 00:00",229.100,229.100,229.1,2.652,2.652,2.652,
"2016-12-16 00:00",278.300,229.100,253.4,3.221,2.652,2.933,
"2016-12-15 00:00",331.400,0.000,303.8,3.836,0.000,3.516,
"2016-12-14 00:00",370.500,331.400,357.9,4.288,3.836,4.142,
"2016-12-13 00:00",503.700,393.800,439.3,5.830,4.558,5.085,
"2016-12-12 00:00",747.200,503.700,615.8,8.648,5.830,7.127,
"2016-12-11 00:00",939.200,747.200,865.0,10.870,8.648,10.011,
"2016-12-10 00:00",790.300,474.300,565.1,9.148,5.490,6.541,
"2016-12-09 00:00",634.200,534.300,585.7,7.340,6.184,6.779,
"2016-12-08 00:00",566.200,331.400,445.6,6.554,3.836,5.157,
"2016-12-07 00:00",393.800,350.600,368.7,4.558,4.058,4.268,
"2016-12-06 00:00",534.300,350.600,431.2,6.184,4.058,4.990,
"2016-12-05 00:00",599.500,419.500,575.8,6.939,4.855,6.664,
"2016-12-04 00:00",747.200,599.500,634.1,8.648,6.939,7.340,
"2016-12-03 00:00",837.800,747.200,830.9,9.697,8.648,9.618,
"2016-12-02 00:00",837.800,393.800,509.4,9.697,4.558,5.896,
"2016-12-01 00:00",474.300,419.500,436.2,5.490,4.855,5.048,
"2016-11-30 00:00",534.300,474.300,493.9,6.184,5.490,5.716,
"2016-11-29 00:00",599.500,0.000,543.3,6.939,0.000,6.289,
"2016-11-28 00:00",1094.000,599.500,931.4,12.662,6.939,10.780,
"2016-11-27 00:00",1094.000,939.200,1026.2,12.662,10.870,11.878,
"2016-11-26 00:00",1329.100,1094.000,1232.8,15.384,12.662,14.268,
"2016-11-25 00:00",1373.300,1202.100,1326.9,15.895,13.913,15.358,
"2016-11-24 00:00",1202.100,939.200,1014.8,13.913,10.870,11.746,
"2016-11-23 00:00",990.700,634.200,735.4,11.467,7.340,8.511,
"2016-11-22 00:00",634.200,503.700,535.4,7.340,5.830,6.196,
"2016-11-21 00:00",566.200,503.700,544.2,6.554,5.830,6.299,
"2016-11-20 00:00",634.200,566.200,596.2,7.340,6.554,6.901,
"2016-11-19 00:00",790.300,634.200,704.5,9.148,7.340,8.154,
"2016-11-18 00:00",1041.600,790.300,911.6,12.056,9.148,10.551,
"2016-11-17 00:00",1506.400,1041.600,1279.9,17.435,12.056,14.813,
"2016-11-16 00:00",1692.300,1506.400,1628.5,19.587,17.435,18.849,
"2016-11-15 00:00",1551.600,1094.000,1254.1,17.959,12.662,14.515,
"2016-11-14 00:00",1243.600,670.400,923.1,14.393,7.759,10.684,
"2016-11-13 00:00",670.400,566.200,592.6,7.759,6.554,6.859,
"2016-11-12 00:00",599.500,566.200,580.2,6.939,6.554,6.716,
"2016-11-11 00:00",670.400,599.500,620.2,7.759,6.939,7.178,
"2016-11-10 00:00",887.400,670.400,819.3,10.271,7.759,9.483,
"2016-11-09 00:00",747.200,670.400,708.3,8.648,7.759,8.198,
"2016-11-08 00:00",747.200,0.000,744.1,8.648,0.000,8.612,
"2016-11-07 00:00",747.200,708.000,746.9,8.648,8.195,8.644,
"2016-11-06 00:00",837.800,747.200,788.0,9.697,8.648,9.120,
"2016-11-05 00:00",990.700,837.800,910.3,11.467,9.697,10.536,
"2016-11-04 00:00",1041.600,990.700,1018.1,12.056,11.467,11.784,
"2016-11-03 00:00",1147.100,1041.600,1068.3,13.277,12.056,12.365,
"2016-11-02 00:00",1597.700,1147.100,1493.3,18.492,13.277,17.283,
"2016-11-01 00:00",1506.400,1202.100,1329.1,17.435,13.913,15.383,
"2016-10-31 00:00",1373.300,1285.900,1317.0,15.895,14.883,15.243,
"2016-10-30 00:00",1551.600,1373.300,1443.8,17.959,15.895,16.710,
"2016-10-29 00:00",1786.200,1551.600,1649.9,20.674,17.959,19.097,
"2016-10-28 00:00",2238.100,1786.200,1961.2,25.904,20.674,22.699,
"2016-10-27 00:00",3337.300,2238.100,2745.2,38.626,25.904,31.773,
"2016-10-26 00:00",4048.500,3337.300,3796.7,46.858,38.626,43.943,
"2016-10-25 00:00",4320.500,4048.500,4213.8,50.006,46.858,48.771,
"2016-10-24 00:00",4459.000,4320.500,4390.0,51.609,50.006,50.810,
"2016-10-23 00:00",4366.500,3959.400,4202.0,50.538,45.826,48.634,
"2016-10-22 00:00",3959.400,2830.800,3217.7,45.826,32.763,37.242,
"2016-10-21 00:00",2995.600,2830.800,2932.1,34.671,32.763,33.937,
"2016-10-20 00:00",2954.000,2474.500,2780.7,34.190,28.640,32.184,
"2016-10-19 00:00",2474.500,1948.100,2137.5,28.640,22.547,24.739,
"2016-10-18 00:00",1948.100,1506.400,1712.9,22.547,17.435,19.825,
"2016-10-17 00:00",1786.200,1506.400,1588.4,20.674,17.435,18.385,
"2016-10-16 00:00",1597.700,1418.400,1490.6,18.492,16.416,17.252,
"2016-10-15 00:00",1948.100,1597.700,1778.4,22.547,18.492,20.583,
"2016-10-14 00:00",2074.200,1948.100,2038.4,24.006,22.547,23.592,
"2016-10-13 00:00",2031.700,1989.600,1994.9,23.515,23.028,23.089,
"2016-10-12 00:00",2074.200,1989.600,2025.4,24.006,23.028,23.442,
"2016-10-11 00:00",2830.800,2074.200,2439.2,32.763,24.006,28.232,
"2016-10-10 00:00",3694.300,2830.800,3251.1,42.758,32.763,37.629,
"2016-10-09 00:00",4138.400,3648.800,3885.6,47.899,42.232,44.973,
"2016-10-08 00:00",4183.700,4138.400,4152.9,48.422,47.899,48.067,
"2016-10-07 00:00",4320.500,4138.400,4251.5,50.006,47.899,49.207,
"2016-10-06 00:00",4320.500,4274.700,4277.8,50.006,49.475,49.510,
"2016-10-05 00:00",4646.300,4320.500,4524.1,53.776,50.006,52.362,
"2016-10-04 00:00",4552.300,4274.700,4328.9,52.688,49.475,50.103,
"2016-10-03 00:00",4744.300,2750.000,3942.3,54.911,31.829,45.628,
"2016-10-02 00:00",2710.000,2474.500,2508.5,31.366,28.640,29.033,
"2016-10-01 00:00",2591.400,2552.400,2574.3,29.993,29.542,29.796,
"2016-09-30 00:00",2591.400,2074.200,2507.4,29.993,24.006,29.021,
"2016-09-29 00:00",2074.200,1866.200,1935.8,24.006,21.600,22.406,
"2016-09-28 00:00",1989.600,1786.200,1907.3,23.028,20.674,22.075,
"2016-09-27 00:00",2074.200,1506.400,1793.1,24.006,17.435,20.753,
"2016-09-26 00:00",1506.400,1418.400,1430.1,17.435,16.416,16.551,
"2016-09-25 00:00",1506.400,1462.000,1494.6,17.435,16.921,17.298,
"2016-09-24 00:00",1551.600,1506.400,1532.8,17.959,17.435,17.741,
"2016-09-23 00:00",1506.400,1418.400,1449.5,17.435,16.416,16.776,
"2016-09-22 00:00",1786.200,1462.000,1694.2,20.674,16.921,19.609,
"2016-09-21 00:00",1826.000,1692.300,1775.7,21.134,19.587,20.552,
"2016-09-20 00:00",1906.900,1826.000,1872.2,22.071,21.134,21.670,
"2016-09-19 00:00",1826.000,1644.600,1681.2,21.134,19.035,19.458,
"2016-09-18 00:00",2355.000,1740.900,2030.3,27.257,20.149,23.499,
"2016-09-17 00:00",3079.600,2355.000,2758.1,35.644,27.257,31.923,
"2016-09-16 00:00",3079.600,2750.000,3018.4,35.644,31.829,34.934,
"2016-09-15 00:00",2710.000,1644.600,2065.9,31.366,19.035,23.911,
"2016-09-14 00:00",1644.600,1285.900,1444.3,19.035,14.883,16.717,
"2016-09-13 00:00",1462.000,1202.100,1272.8,16.921,13.913,14.731,
"2016-09-12 00:00",1285.900,1202.100,1272.2,14.883,13.913,14.724,
"2016-09-11 00:00",1202.100,747.200,901.4,13.913,8.648,10.433,
"2016-09-10 00:00",887.400,634.200,717.8,10.271,7.340,8.307,
"2016-09-09 00:00",634.200,634.200,634.2,7.340,7.340,7.340,
"2016-09-08 00:00",670.400,634.200,665.1,7.759,7.340,7.698,
"2016-09-07 00:00",634.200,350.600,432.7,7.340,4.058,5.008,
"2016-09-06 00:00",419.500,350.600,393.1,4.855,4.058,4.550,
"2016-09-05 00:00",503.700,419.500,457.9,5.830,4.855,5.300,
"2016-09-04 00:00",670.400,503.700,572.7,7.759,5.830,6.629,
"2016-09-03 00:00",837.800,670.400,764.4,9.697,7.759,8.848,
"2016-09-02 00:00",887.400,393.800,724.9,10.271,4.558,8.390,
"2016-09-01 00:00",393.800,370.500,372.5,4.558,4.288,4.312,
"2016-08-31 00:00",393.800,370.500,390.1,4.558,4.288,4.515,
"2016-08-30 00:00",503.700,393.800,440.6,5.830,4.558,5.100,
"2016-08-29 00:00",708.000,503.700,600.1,8.195,5.830,6.945,
"2016-08-28 00:00",990.700,708.000,843.6,11.467,8.195,9.764,
"2016-08-27 00:00",1285.900,990.700,1118.8,14.883,11.467,12.950,
"2016-08-26 00:00",1373.300,1285.900,1325.6,15.895,14.883,15.344,
"2016-08-25 00:00",1692.300,1329.100,1462.4,19.587,15.384,16.927,
"2016-08-24 00:00",1826.000,1692.300,1771.0,21.134,19.587,20.498,
"2016-08-23 00:00",1644.600,708.000,1143.6,19.035,8.195,13.236,
"2016-08-22 00:00",708.000,634.200,696.6,8.195,7.340,8.063,
"2016-08-21 00:00",670.400,419.500,568.8,7.759,4.855,6.583,
"2016-08-20 00:00",534.300,419.500,465.4,6.184,4.855,5.386,
"2016-08-19 00:00",446.300,350.600,394.6,5.165,4.058,4.567,
"2016-08-18 00:00",419.500,370.500,388.6,4.855,4.288,4.498,
"2016-08-17 00:00",393.800,350.600,378.0,4.558,4.058,4.375,
"2016-08-16 00:00",534.300,350.600,404.0,6.184,4.058,4.676,
"2016-08-15 00:00",747.200,534.300,690.5,8.648,6.184,7.992,
"2016-08-14 00:00",939.200,747.200,845.2,10.870,8.648,9.782,
"2016-08-13 00:00",939.200,747.200,871.0,10.870,8.648,10.081,
"2016-08-12 00:00",1644.600,747.200,1402.1,19.035,8.648,16.228,
"2016-08-11 00:00",1506.400,1373.300,1443.0,17.435,15.895,16.701,
"2016-08-10 00:00",1644.600,1373.300,1443.6,19.035,15.895,16.708,
"2016-08-09 00:00",1644.600,939.200,1231.9,19.035,10.870,14.258,
"2016-08-08 00:00",1418.400,1147.100,1286.6,16.416,13.277,14.891,
"2016-08-07 00:00",1786.200,1418.400,1570.0,20.674,16.416,18.171,
"2016-08-06 00:00",2394.500,1786.200,2062.5,27.715,20.674,23.871,
"2016-08-05 00:00",2871.500,2394.500,2686.2,33.235,27.715,31.090,
"2016-08-04 00:00",3121.900,2871.500,3048.3,36.134,33.235,35.281,
"2016-08-03 00:00",2995.600,2238.100,2731.9,34.671,25.904,31.620,
"2016-08-02 00:00",2238.100,1597.700,1975.4,25.904,18.492,22.863,
"2016-08-01 00:00",1644.600,837.800,1026.2,19.035,9.697,11.877,
"2016-07-31 00:00",939.200,566.200,642.0,10.870,6.554,7.431,
"2016-07-30 00:00",747.200,634.200,686.7,8.648,7.340,7.948,
"2016-07-29 00:00",837.800,708.000,760.5,9.697,8.195,8.802,
"2016-07-28 00:00",887.400,837.800,867.6,10.271,9.697,10.041,
"2016-07-27 00:00",837.800,12.800,668.5,9.697,0.148,7.737,
"2016-07-26 00:00",939.200,670.400,821.1,10.870,7.759,9.503,
"2016-07-25 00:00",1041.600,837.800,957.8,12.056,9.697,11.085,
"2016-07-24 00:00",837.800,419.500,564.1,9.697,4.855,6.529,
"2016-07-23 00:00",534.300,419.500,517.4,6.184,4.855,5.988,
"2016-07-22 00:00",634.200,331.400,407.0,7.340,3.836,4.711,
"2016-07-21 00:00",331.400,313.000,325.2,3.836,3.623,3.764,
"2016-07-20 00:00",331.400,313.000,317.1,3.836,3.623,3.670,
"2016-07-19 00:00",331.400,313.000,329.2,3.836,3.623,3.810,
"2016-07-18 00:00",313.000,313.000,313.0,3.623,3.623,3.623,
"2016-07-17 00:00",350.600,313.000,320.7,4.058,3.623,3.712,
"2016-07-16 00:00",534.300,350.600,472.5,6.184,4.058,5.469,
"2016-07-15 00:00",790.300,534.300,629.4,9.148,6.184,7.285,
"2016-07-14 00:00",990.700,599.500,724.3,11.467,6.939,8.383,
"2016-07-13 00:00",887.400,670.400,724.2,10.271,7.759,8.382,
"2016-07-12 00:00",1094.000,350.600,542.4,12.662,4.058,6.278,
"2016-07-11 00:00",534.300,419.500,465.7,6.184,4.855,5.390,
"2016-07-10 00:00",747.200,534.300,638.8,8.648,6.184,7.394,
"2016-07-09 00:00",939.200,747.200,858.6,10.870,8.648,9.937,
"2016-07-08 00:00",939.200,566.200,786.4,10.870,6.554,9.102,
"2016-07-07 00:00",566.200,393.800,429.9,6.554,4.558,4.976,
"2016-07-06 00:00",503.700,350.600,414.6,5.830,4.058,4.799,
"2016-07-05 00:00",350.600,313.000,325.1,4.058,3.623,3.763,
"2016-07-04 00:00",393.800,331.400,375.8,4.558,3.836,4.350,
"2016-07-03 00:00",393.800,331.400,380.1,4.558,3.836,4.399,
"2016-07-02 00:00",634.200,331.400,381.1,7.340,3.836,4.411,
"2016-07-01 00:00",939.200,634.200,875.7,10.870,7.340,10.136,
"2016-06-30 00:00",939.200,313.000,420.1,10.870,3.623,4.863,
"2016-06-29 00:00",474.300,393.800,433.5,5.490,4.558,5.017,
"2016-06-28 00:00",790.300,474.300,596.3,9.148,5.490,6.902,
"2016-06-27 00:00",990.700,790.300,891.8,11.467,9.148,10.322,
"2016-06-26 00:00",1041.600,990.700,1028.5,12.056,11.467,11.904,
"2016-06-25 00:00",990.700,670.400,811.7,11.467,7.759,9.395,
"2016-06-24 00:00",1202.100,566.200,816.7,13.913,6.554,9.453,
"2016-06-23 00:00",634.200,419.500,470.8,7.340,4.855,5.449,
"2016-06-22 00:00",503.700,419.500,445.6,5.830,4.855,5.157,
"2016-06-21 00:00",503.700,419.500,444.7,5.830,4.855,5.146,
"2016-06-20 00:00",474.300,419.500,436.7,5.490,4.855,5.054,
"2016-06-19 00:00",599.500,446.300,483.6,6.939,5.165,5.597,
"2016-06-18 00:00",1147.100,599.500,841.2,13.277,6.939,9.736,
"2016-06-17 00:00",747.200,393.800,578.3,8.648,4.558,6.693,
"2016-06-16 00:00",474.300,350.600,396.8,5.490,4.058,4.593,
"2016-06-15 00:00",474.300,370.500,433.9,5.490,4.288,5.022,
"2016-06-14 00:00",599.500,393.800,531.7,6.939,4.558,6.154,
"2016-06-13 00:00",708.000,534.300,683.7,8.195,6.184,7.913,
"2016-06-12 00:00",670.400,566.200,634.6,7.759,6.554,7.345,
"2016-06-11 00:00",566.200,474.300,513.0,6.554,5.490,5.938,
"2016-06-10 00:00",503.700,446.300,469.0,5.830,5.165,5.429,
"2016-06-09 00:00",503.700,393.800,441.9,5.830,4.558,5.115,
"2016-06-08 00:00",747.200,419.500,631.1,8.648,4.855,7.304,
"2016-06-07 00:00",474.300,419.500,438.5,5.490,4.855,5.075,
"2016-06-06 00:00",419.500,419.500,419.5,4.855,4.855,4.855,
"2016-06-05 00:00",419.500,393.800,413.1,4.855,4.558,4.781,
"2016-06-04 00:00",393.800,350.600,359.5,4.558,4.058,4.161,
"2016-06-03 00:00",370.500,350.600,359.6,4.288,4.058,4.162,
"2016-06-02 00:00",419.500,370.500,402.4,4.855,4.288,4.657,
"2016-06-01 00:00",474.300,331.400,372.4,5.490,3.836,4.310,
"2016-05-31 00:00",370.500,245.700,282.7,4.288,2.844,3.272,
"2016-05-30 00:00",503.700,370.500,453.4,5.830,4.288,5.248,
"2016-05-29 00:00",503.700,350.600,389.6,5.830,4.058,4.509,
"2016-05-28 00:00",534.300,370.500,432.7,6.184,4.288,5.008,
"2016-05-27 00:00",634.200,370.500,505.5,7.340,4.288,5.850,
"2016-05-26 00:00",566.200,370.500,472.4,6.554,4.288,5.467,
"2016-05-25 00:00",503.700,474.300,478.2,5.830,5.490,5.535,
"2016-05-24 00:00",474.300,474.300,474.3,5.490,5.490,5.490,
"2016-05-23 00:00",503.700,474.300,486.9,5.830,5.490,5.636,
"2016-05-22 00:00",474.300,446.300,469.6,5.490,5.165,5.436,
"2016-05-21 00:00",446.300,350.600,415.7,5.165,4.058,4.811,
"2016-05-20 00:00",350.600,350.600,350.6,4.058,4.058,4.058,
"2016-05-19 00:00",350.600,331.400,339.4,4.058,3.836,3.929,
"2016-05-18 00:00",393.800,331.400,362.9,4.558,3.836,4.200,
"2016-05-17 00:00",474.300,393.800,429.8,5.490,4.558,4.974,
"2016-05-16 00:00",534.300,370.500,487.3,6.184,4.288,5.641,
"2016-05-15 00:00",939.200,419.500,792.4,10.870,4.855,9.171,
